Ay,Ax,B,ux,uy,phi,t
0.0,-10.0,-3.0,-0.00016916200000000002,-0.00088156,-0.0011083755255949235,0.6730475425720215
0.0,-10.0,-2.0,-0.0001687712,-0.0005830999999999999,-0.0007387343303631128,0.5785167217254639
0.0,-10.0,-1.0,-0.00016854440000000002,-0.0002902196,-0.0003691892892397337,0.529069185256958
0.0,-10.0,0.0,-0.00016847000000000002,3.2029759999999998e-15,3.139999974467451e-07,0.4356088638305664
0.0,-10.0,1.0,-0.00016854440000000002,0.0002902196,0.00036981662071518246,0.557988166809082
0.0,-10.0,2.0,-0.0001687712,0.0005830999999999999,0.0007393623249193718,0.5429790019989014
0.0,-10.0,3.0,-0.00016916200000000002,0.00088156,0.0011090008503785698,0.5321104526519775
0.5,-10.0,-3.0,-0.0010830599999999998,0.03853136,-0.0011099054709686168,0.8205225467681885
0.5,-10.0,-2.0,-0.00106988,0.038300919999999995,-0.0007086596451507867,1.040241003036499
0.5,-10.0,-1.0,-0.0010693999999999999,0.03831516,-0.00030975996944205013,0.7516765594482422
0.5,-10.0,0.0,-0.0010809359999999998,0.0385618,8.854666053213902e-05,0.7543668746948242
0.5,-10.0,1.0,-0.001104736,0.03904168,0.00048792659541760846,1.561767578125
0.5,-10.0,2.0,-0.00114202,0.03976884,0.0008901261348682102,0.7497565746307373
0.5,-10.0,3.0,-0.0011951639999999999,0.0407724,0.0012973584072153129,1.4825506210327148
1.0,-10.0,-3.0,-0.0038238639999999997,0.07699399999999999,-0.0012513443450617944,0.6590845584869385
1.0,-10.0,-2.0,-0.003760932,0.07641440000000001,-0.0007565260179879392,0.6510045528411865
1.0,-10.0,-1.0,-0.00374682,0.0763052,-0.00027034647984938416,0.6661596298217773
1.0,-10.0,0.0,-0.003779372,0.07664839999999999,0.00021389333007143456,0.6799540519714355
1.0,-10.0,1.0,-0.003859904,0.07745239999999999,0.0007026332177048408,0.6435682773590088
1.0,-10.0,2.0,-0.003993388,0.07874840000000001,0.0012027919514415394,0.7296445369720459
1.0,-10.0,3.0,-0.00418916,0.0805956,0.0017232159966930319,0.8202698230743408
2.0,-10.0,-3.0,-0.014063639999999999,0.1497484,-0.0017679279555443475,0.9016392230987549
2.0,-10.0,-2.0,-0.013887040000000002,0.1489324,-0.0009264657839486851,0.8242945671081543
2.0,-10.0,-1.0,-0.01388764,0.1489812,-0.00010853333290717825,0.8747224807739258
2.0,-10.0,0.0,-0.01406428,0.1498916,0.0007111332134574761,0.9417140483856201
2.0,-10.0,1.0,-0.01442936,0.1517088,0.0015581966613130791,0.9127306938171387
2.0,-10.0,2.0,-0.01501096,0.1545292,0.002462788453333026,0.8545448780059814
2.0,-10.0,3.0,-0.01585736,0.15851320000000002,0.003464432019553153,0.8575444221496582
3.0,-10.0,-3.0,-0.0284794,0.2129916,-0.002306523092313691,1.0275249481201172
3.0,-10.0,-2.0,-0.028967120000000002,0.2148844,-0.0009762663565080299,1.1898925304412842
3.0,-10.0,-1.0,-0.02912708,0.21548759999999997,0.0003560666516188753,1.2261228561401367
3.0,-10.0,0.0,-0.02966112,0.21732400000000002,0.0017139293698366696,1.1962800025939941
3.0,-10.0,1.0,-0.03061384,0.2205048,0.003157508104902812,1.178823709487915
3.0,-10.0,2.0,-0.0320666,0.2252212,0.004761579889903897,1.1496341228485107
3.0,-10.0,3.0,-0.0341708,0.23182439999999999,0.006634423366181086,1.1681184768676758
4.0,-10.0,-3.0,-0.0474056,0.2736324,-0.0027406488422094953,1.0624511241912842
4.0,-10.0,-2.0,-0.0473532,0.273608,-0.0007219998745443673,1.0075664520263672
4.0,-10.0,-1.0,-0.0478752,0.2750344,0.0012819984430034075,1.0411291122436523
4.0,-10.0,0.0,-0.049020400000000006,0.2780104,0.003366635991731448,1.091780424118042
4.0,-10.0,1.0,-0.050882399999999994,0.2827124,0.005642516502549223,1.0808653831481934
4.0,-10.0,2.0,-0.0536372,0.28945,0.00825753705205497,1.1346101760864258
4.0,-10.0,3.0,-0.057452800000000005,0.2984092,0.011400776344116762,1.0593278408050537
5.0,-10.0,-3.0,-0.067396,0.32458519999999996,-0.002845979034942982,1.064073085784912
5.0,-10.0,-2.0,-0.0676348,0.3252196,-5.9333333263710596e-05,1.0781078338623047
5.0,-10.0,-1.0,-0.0686772,0.3274976,0.0027473154320136473,1.2626230716705322
5.0,-10.0,0.0,-0.0706108,0.3315596,0.005721846005146553,1.1186823844909668
5.0,-10.0,1.0,-0.0736588,0.3377732,0.009051384706231999,1.0723528861999512
5.0,-10.0,2.0,-0.07817879999999999,0.3466696,0.013008173486604655,1.2149677276611328
5.0,-10.0,3.0,-0.08520480000000001,0.35989800000000005,0.018194995428748684,1.2045671939849854
6.0,-10.0,-3.0,-0.08816840000000001,0.369122,-0.002585317232055362,1.0567326545715332
6.0,-10.0,-2.0,-0.0888724,0.3705324,0.0010633322236835187,1.031938076019287
6.0,-10.0,-1.0,-0.0906096,0.3737192,0.004795245428755497,1.038529396057129
6.0,-10.0,0.0,-0.0934748,0.3787808,0.008807437567866325,1.0493559837341309
6.0,-10.0,1.0,-0.0985976,0.38760160000000005,0.013575925887299486,1.2160181999206543
