fy,fx,m,x,y,phi,t
4.0,-10.0,-2.0,-11.8383,68.402,-0.0007219998745443673,1.0075664520263672
4.0,-10.0,-1.0,-11.9688,68.7586,0.0012819984430034075,1.0411291122436523
4.0,-10.0,0.0,-12.2551,69.5026,0.003366635991731448,1.091780424118042
4.0,-10.0,1.0,-12.7206,70.6781,0.005642516502549223,1.0808653831481934
4.0,-10.0,2.0,-13.4093,72.3625,0.00825753705205497,1.1346101760864258
4.0,-10.0,3.0,-14.3632,74.6023,0.011400776344116762,1.0593278408050537
5.0,-10.0,-3.0,-16.849,81.1463,-0.002845979034942982,1.064073085784912
5.0,-10.0,-2.0,-16.9087,81.3049,-5.9333333263710596e-05,1.0781078338623047
5.0,-10.0,-1.0,-17.1693,81.8744,0.0027473154320136473,1.2626230716705322
5.0,-10.0,0.0,-17.6527,82.8899,0.005721846005146553,1.1186823844909668
5.0,-10.0,1.0,-18.4147,84.4433,0.009051384706231999,1.0723528861999512
5.0,-10.0,2.0,-19.5447,86.6674,0.013008173486604655,1.2149677276611328
5.0,-10.0,3.0,-21.3012,89.9745,0.018194995428748684,1.2045671939849854
6.0,-10.0,-3.0,-22.0421,92.2805,-0.002585317232055362,1.0567326545715332
6.0,-10.0,-2.0,-22.2181,92.6331,0.0010633322236835187,1.031938076019287
6.0,-10.0,-1.0,-22.6524,93.4298,0.004795245428755497,1.038529396057129
6.0,-10.0,0.0,-23.3687,94.6952,0.008807437567866325,1.0493559837341309
6.0,-10.0,1.0,-24.6494,96.9004,0.013575925887299486,1.2160181999206543
6.0,-10.0,2.0,-26.3759,99.7316,0.01935396993381136,1.3171072006225586
6.0,-10.0,3.0,-29.0033,103.809,0.027183151718085226,1.3314805030822754
7.0,-10.0,-3.0,-27.3255,102.119,-0.0019233309617332453,1.0531725883483887
7.0,-10.0,-2.0,-27.6578,102.68,0.002685993540559669,1.0595464706420898
7.0,-10.0,-1.0,-28.3348,103.754,0.007489660224661261,1.174668788909912
7.0,-10.0,0.0,-29.4151,105.406,0.01279627775515982,1.1352951526641846
7.0,-10.0,1.0,-31.0951,107.884,0.019136218856147337,1.1841907501220703
7.0,-10.0,2.0,-33.5683,111.353,0.027245930096001923,1.2365624904632568
7.0,-10.0,3.0,-37.5033,116.512,0.039017852477219034,1.383819580078125
8.0,-10.0,-3.0,-32.3467,110.454,-0.000891999763422689,1.1164183616638184
8.0,-10.0,-2.0,-33.0512,111.501,0.004793899356894944,1.2727653980255127
8.0,-10.0,-1.0,-33.9955,112.824,0.010778935767547262,1.2100706100463867
8.0,-10.0,0.0,-35.4353,114.762,0.017513523495650704,1.1869008541107178
8.0,-10.0,1.0,-37.702,117.693,0.025832972412344283,1.3892288208007812
8.0,-10.0,2.0,-41.1211,121.862,0.03698239104065607,1.473412036895752
8.0,-10.0,3.0,-46.9685,128.406,0.05477852745023077,1.5681822299957275
9.0,-10.0,-3.0,-37.6289,118.356,0.0006306665830528051,1.2168667316436768
9.0,-10.0,-2.0,-38.347,119.301,0.007377669400136022,1.3035969734191895
9.0,-10.0,-1.0,-39.5691,120.833,0.014635393748824672,1.1889231204986572
9.0,-10.0,0.0,-41.5276,123.194,0.023121045703610534,1.3503119945526123
9.0,-10.0,1.0,-44.4312,126.521,0.033765354552205834,1.3466565608978271
9.0,-10.0,2.0,-49.0612,131.475,0.04894377499853441,1.5713145732879639
9.0,-10.0,3.0,-58.2008,140.186,0.0775056737942792,1.986647367477417
10.0,-10.0,-3.0,-42.5364,125.073,0.0024899948539361433,1.2755239009857178
10.0,-10.0,-2.0,-43.5551,126.289,0.01045765794205043,1.3284380435943604
10.0,-10.0,-1.0,-45.1346,128.083,0.01917619698346237,1.3861842155456543
10.0,-10.0,0.0,-47.545,130.699,0.02950864124449479,1.4194080829620361
10.0,-10.0,1.0,-51.2559,134.505,0.04302753024964166,1.4823944568634033
10.0,-10.0,2.0,-57.4915,140.389,0.06372234879779455,1.7211647033691406
10.0,-10.0,3.0,-74.6391,153.843,0.11972301423121195,2.2394332885742188
12.0,-10.0,-3.0,-52.0501,136.673,0.00744894725465447,1.3214781284332275
12.0,-10.0,-2.0,-53.5364,138.159,0.017979185505895615,1.2737607955932617
12.0,-10.0,-1.0,-55.8762,140.385,0.029957450247329334,1.2736186981201172
12.0,-10.0,0.0,-59.4461,143.599,0.04485374700551531,1.2906291484832764
12.0,-10.0,1.0,-65.2495,148.441,0.06614165633621548,1.515364170074463
12.0,-10.0,2.0,-77.0491,157.035,0.1069748382328129,1.8657159805297852
12.0,-10.0,3.0,-198.72,182.564,0.4835895292649934,3.750088691711426
14.0,-10.0,-3.0,-60.8712,146.081,0.013821163148216633,1.148439884185791
14.0,-10.0,-2.0,-62.959,147.876,0.02724042122700156,1.275974988937378
14.0,-10.0,-1.0,-66.1802,150.495,0.043062765503466716,1.3774595260620117
14.0,-10.0,0.0,-71.2068,154.309,0.06388648847526297,1.5864381790161133
14.0,-10.0,1.0,-79.9886,160.296,0.09687263996899544,1.6193597316741943
14.0,-10.0,2.0,-112.697,176.389,0.21751975442692825,2.350489616394043
14.0,-10.0,3.0,-198.784,183.506,0.48089262808673594,3.909609317779541
16.0,-10.0,-3.0,-69.1072,153.9,0.021514325849729527,1.4220178127288818
16.0,-10.0,-2.0,-71.8481,155.957,0.03809652867432698,1.3671352863311768
16.0,-10.0,-1.0,-76.0618,158.92,0.05837149091040647,1.507065773010254
16.0,-10.0,0.0,-82.8228,163.273,0.08660292295053318,1.6010303497314453
16.0,-10.0,1.0,-95.9606,170.51,0.13756441327642754,1.8427886962890625
16.0,-10.0,2.0,-159.539,187.33,0.37268762068255595,3.5131216049194336
16.0,-10.0,3.0,-198.813,184.417,0.47812948585389764,3.6115686893463135
18.0,-10.0,-3.0,-76.8093,160.49,0.03036935249574262,1.4270246028900146
18.0,-10.0,-2.0,-80.242,162.759,0.05035588663990854,1.4041197299957275
18.0,-10.0,-1.0,-85.5303,165.998,0.0756353552732463,1.5461740493774414
18.0,-10.0,0.0,-94.3154,170.799,0.11290695292270256,2.087580919265747
18.0,-10.0,1.0,-113.38,179.043,0.18943497769684745,2.075273036956787
18.0,-10.0,2.0,-168.75,188.624,0.39477497666911276,2.9230449199676514
18.0,-10.0,3.0,0,0,-0.0,316.5179617404938
20.0,-10.0,-3.0,-84.0224,166.1,0.04017660896264715,1.346208095550537
20.0,-10.0,-2.0,-88.1937,168.546,0.06387697351814678,1.4155871868133545
20.0,-10.0,-1.0,-94.6229,171.983,0.0946672071592065,1.535029411315918
20.0,-10.0,0.0,-105.549,177.03,0.14198055132857074,1.7036819458007812
20.0,-10.0,1.0,-130.203,185.136,0.2436168204851156,2.3845767974853516
20.0,-10.0,2.0,-173.956,189.46,0.40495050341595373,3.2085394859313965
20.0,-10.0,3.0,-199.111,186.081,0.4731387475153421,3.6101789474487305
0.0,-5.0,-3.0,-0.02116,-0.147231,-0.0011075188752778845,0.4215517044067383
0.0,-5.0,-2.0,-0.0211017,-0.0979099,-0.0007382389974353068,0.44895291328430176
0.0,-5.0,-1.0,-0.0210674,-0.0488838,-0.00036902515741700823,0.5045206546783447
0.0,-5.0,0.0,-0.0210562,1.30816e-13,1.566666660311105e-07,0.3654928207397461
0.0,-5.0,1.0,-0.0210674,0.0488838,0.00036933948920813824,0.4696929454803467
0.0,-5.0,2.0,-0.0211017,0.0979099,0.0007385523206647996,0.4640185832977295
0.0,-5.0,3.0,-0.02116,0.147231,0.0011078328525455051,0.6121511459350586
0.5,-5.0,-3.0,-0.124259,6.49674,-0.001085430922470454,0.6100003719329834
0.5,-5.0,-2.0,-0.123813,6.49007,-0.0007028536968349407,0.7215418815612793
0.5,-5.0,-1.0,-0.124274,6.50817,-0.0003211199675542478,0.8671858310699463
0.5,-5.0,0.0,-0.125611,6.55019,6.029999992691458e-05,0.7732353210449219
0.5,-5.0,1.0,-0.127834,6.61602,0.0004419412750984193,0.6218621730804443
0.5,-5.0,2.0,-0.130995,6.70632,0.0008243262051775041,0.545579195022583
0.5,-5.0,3.0,-0.13519,6.82253,0.0012080438597727528,0.5812840461730957
1.0,-5.0,-3.0,-0.440447,13.0935,-0.0011281054360452619,0.6938865184783936
1.0,-5.0,-2.0,-0.436112,13.0392,-0.0007055794125245291,0.7475626468658447
1.0,-5.0,-1.0,-0.435492,13.0359,-0.0002862733255130695,0.7157061100006104
1.0,-5.0,0.0,-0.438424,13.0818,0.00013194666590093942,0.6862514019012451
1.0,-5.0,1.0,-0.444947,13.177,0.0005511132775375446,0.6814243793487549
1.0,-5.0,2.0,-0.455296,13.3236,0.0009733323770742095,0.7680842876434326
1.0,-5.0,3.0,-0.469941,13.5258,0.0014010572151813973,0.6841328144073486
2.0,-5.0,-3.0,-1.67309,25.9591,-0.0013523316073960777,0.860785722732544
2.0,-5.0,-2.0,-1.65624,25.8497,-0.0007760665108637166,0.7663760185241699
2.0,-5.0,-1.0,-1.65361,25.8384,-0.00021026666356789263,0.8488943576812744
2.0,-5.0,0.0,-1.66482,25.9233,0.0003533333186294328,0.8370757102966309
2.0,-5.0,1.0,-1.69018,26.1057,0.000922799738060327,0.8576116561889648
2.0,-5.0,2.0,-1.73093,26.3918,0.001506596851293354,0.8560383319854736
2.0,-5.0,3.0,-1.78927,26.7925,0.0021149926164122207,0.8462281227111816
3.0,-5.0,-3.0,-3.62254,38.2552,-0.001676062862454482,1.004863977432251
3.0,-5.0,-2.0,-3.59451,38.1351,-0.0008569331235747882,0.9448187351226807
3.0,-5.0,-1.0,-3.59675,38.1554,-5.539999994332459e-05,0.93082594871521
3.0,-5.0,0.0,-3.62903,38.3154,0.0007462660306207755,0.9402906894683838
3.0,-5.0,1.0,-3.69286,38.6203,0.0015662632975369983,1.019376516342163
3.0,-5.0,2.0,-3.79164,39.0816,0.0024245221172216687,0.9770462512969971
3.0,-5.0,3.0,-3.93109,39.7183,0.0033457696713958705,0.9218385219573975
4.0,-5.0,-3.0,-6.16251,49.8245,-0.0020069266250011225,0.7470383644104004
4.0,-5.0,-2.0,-6.13331,49.7365,-0.0008673325376232471,0.8263168334960938
4.0,-5.0,-1.0,-6.15343,49.8209,0.00025079999474150364,0.9237031936645508
4.0,-5.0,0.0,-6.22344,50.0791,0.0013776639581967952,0.8407113552093506
4.0,-5.0,1.0,-6.3458,50.5166,0.0025440526979157115,0.7688610553741455
4.0,-5.0,2.0,-6.54608,51.2215,0.0037990205304164614,0.7947850227355957
4.0,-5.0,3.0,-6.81095,52.1271,0.0051758847668147475,0.9198675155639648
5.0,-5.0,-3.0,-9.17133,60.6203,-0.002273055175003061,0.7464733123779297
5.0,-5.0,-2.0,-9.1533,60.5885,-0.0007434660340409551,0.8341844081878662
5.0,-5.0,-1.0,-9.20686,60.7577,0.0007657998502990066,0.7614283561706543
5.0,-5.0,0.0,-9.33337,61.13,0.002300258009102254,0.822443962097168
5.0,-5.0,1.0,-9.56845,61.809,0.0039264843602734145,0.8615660667419434
5.0,-5.0,2.0,-9.88579,62.6986,0.005687714328764145,0.9299485683441162
5.0,-5.0,3.0,-10.3243,63.8964,0.007674162681895448,0.9470353126525879
6.0,-5.0,-3.0,-12.4975,70.5289,-0.002413320603751472,0.7467503547668457
6.0,-5.0,-2.0,-12.5048,70.5702,-0.0004399999716053415,0.794745683670044
6.0,-5.0,-1.0,-12.6049,70.8288,0.0015193311513860017,0.7449431419372559
6.0,-5.0,0.0,-12.8793,71.5146,0.003569963414086489,0.9360544681549072
6.0,-5.0,1.0,-13.2179,72.3261,0.005736511955751803,0.9274780750274658
6.0,-5.0,2.0,-13.7009,73.455,0.008136221338692321,0.9039626121520996
6.0,-5.0,3.0,-14.3646,74.9626,0.010900262097969836,1.0630619525909424
7.0,-5.0,-3.0,-16.1605,79.8811,-0.002401988975207084,1.0090646743774414
7.0,-5.0,-2.0,-16.2081,80.0072,9.199999974043608e-05,0.8951208591461182
7.0,-5.0,-1.0,-16.389,80.4049,0.002591318895390648,0.8806219100952148
7.0,-5.0,0.0,-16.7134,81.0903,0.005194550682725476,0.9935774803161621
7.0,-5.0,1.0,-17.2013,82.0945,0.008008911140076654,1.0244133472442627
7.0,-5.0,2.0,-17.8857,83.4653,0.011175515938480844,0.9391825199127197
7.0,-5.0,3.0,-18.8398,85.3189,0.01491657601086616,1.0318543910980225
8.0,-5.0,-3.0,-19.933,88.3435,-0.0021899906589006456,1.0598981380462646
8.0,-5.0,-2.0,-20.0392,88.5691,0.00086199978649879,1.0527656078338623
8.0,-5.0,-1.0,-20.3119,89.0926,0.003949947857646453,1.0273211002349854
8.0,-5.0,0.0,-20.7673,89.9366,0.007201026432377479,1.1058008670806885
8.0,-5.0,1.0,-21.4365,91.1437,0.010768966241474215,1.205517053604126
8.0,-5.0,2.0,-22.3729,92.7839,0.014857282194697284,1.1455459594726562
8.0,-5.0,3.0,-23.6668,94.9726,0.019781568037129882,1.1122970581054688
9.0,-5.0,-3.0,-23.7974,96.1016,-0.0017666624731373952,1.1195085048675537
9.0,-5.0,-2.0,-23.9778,96.4322,0.0018899952295941852,1.0339865684509277
9.0,-5.0,-1.0,-24.3581,97.0811,0.005623187840608832,1.1030120849609375
9.0,-5.0,0.0,-24.9437,98.0452,0.009578606134424494,0.9886486530303955
9.0,-5.0,1.0,-25.8491,99.502,0.014029037955029128,1.1460456848144531
9.0,-5.0,2.0,-27.0767,101.41,0.01919472551152067,1.4988324642181396
9.0,-5.0,3.0,-28.7716,103.941,0.0255402705342267,1.3709955215454102
10.0,-5.0,-3.0,-27.6082,103.057,-0.0011306661848495944,0.8757350444793701
10.0,-5.0,-2.0,-27.9718,103.653,0.003185301325033099,1.112363338470459
10.0,-5.0,-1.0,-28.4814,104.437,0.007622982389618699,0.9846770763397217
10.0,-5.0,0.0,-29.2647,105.602,0.012405120542995106,0.9939861297607422
10.0,-5.0,1.0,-30.3691,107.195,0.01778261316429314,1.0991570949554443
10.0,-5.0,2.0,-31.9509,109.402,0.024225485583896738,1.137052297592163
10.0,-5.0,3.0,-34.1516,112.337,0.032341229483614065,1.2084572315216064
12.0,-5.0,-3.0,-35.4827,115.728,0.0008706664466607404,0.9865303039550781
12.0,-5.0,-2.0,-35.9704,116.383,0.006589772813785311,1.2577168941497803
12.0,-5.0,-1.0,-36.7821,117.424,0.012600991542190973,0.9810807704925537
12.0,-5.0,0.0,-37.9746,118.904,0.01922804032502475,1.0972189903259277
12.0,-5.0,1.0,-39.6744,120.941,0.02695642881487101,1.2071020603179932
12.0,-5.0,2.0,-42.0704,123.691,0.03651740333577113,1.1823930740356445
12.0,-5.0,3.0,-45.596,127.514,0.049444964167256265,1.3484444618225098
14.0,-5.0,-3.0,-43.0715,126.315,0.0037906232400195675,0.9722535610198975
14.0,-5.0,-2.0,-43.8238,127.177,0.011071549943698484,1.029120922088623
14.0,-5.0,-1.0,-44.9909,128.46,0.018868489568789042,0.9937770366668701
14.0,-5.0,0.0,-46.6882,130.26,0.02770419492954951,1.1141421794891357
14.0,-5.0,1.0,-49.0856,132.698,0.0383078107606538,1.1143558025360107
14.0,-5.0,2.0,-52.56,136.049,0.05207997008810038,1.3210327625274658
14.0,-5.0,3.0,-58.0019,140.908,0.07234221942710038,1.3613793849945068
16.0,-5.0,-3.0,-50.3697,135.338,0.007614316457080271,1.2035202980041504
16.0,-5.0,-2.0,-51.4238,136.391,0.016590821333464727,1.1665120124816895
16.0,-5.0,-1.0,-53.0083,137.911,0.02640870182649801,1.515071153640747
16.0,-5.0,0.0,-55.2671,139.99,0.037776393408573465,1.2344481945037842
16.0,-5.0,1.0,-58.5122,142.833,0.051937563408201694,1.2495152950286865
16.0,-5.0,2.0,-63.3631,146.803,0.07130954405056866,1.316382884979248
16.0,-5.0,3.0,-71.8304,153.014,0.1037219660763852,1.604888677597046
18.0,-5.0,-3.0,-57.3404,143.094,0.012295145384934168,1.057068109512329
18.0,-5.0,-2.0,-58.7333,144.326,0.023101727846501035,1.1796972751617432
18.0,-5.0,-1.0,-60.7673,146.048,0.035131083112379405,1.2518470287322998
18.0,-5.0,0.0,-63.6773,148.399,0.049455927192260614,1.4139666557312012
18.0,-5.0,1.0,-67.901,151.611,0.06788380037650239,1.515275239944458
18.0,-5.0,2.0,-74.5339,156.231,0.09479614923786049,1.628110408782959
18.0,-5.0,3.0,-87.9669,164.152,0.1481746767409577,1.823026418685913
20.0,-5.0,-3.0,-63.9737,149.812,0.017770070948780598,1.0472471714019775
20.0,-5.0,-2.0,-65.7281,151.198,0.03051694416053326,1.265881061553955
20.0,-5.0,-1.0,-68.2553,153.104,0.04498268890407659,1.2613799571990967
20.0,-5.0,0.0,-71.8701,155.684,0.06260637022697886,1.4612059593200684
20.0,-5.0,1.0,-77.2159,159.229,0.0860921578541841,1.5847203731536865
20.0,-5.0,2.0,-86.0368,164.441,0.12267705536622743,2.1805338859558105
20.0,-5.0,3.0,-107.384,174.101,0.21061011068590638,2.297142267227173
0.0,-4.0,-3.0,-0.0169414,-0.138012,-0.0011073922014608092,0.44315624237060547
0.0,-4.0,-2.0,-0.016887,-0.0918371,-0.0007381676690814585,0.46750688552856445
0.0,-4.0,-1.0,-0.0168551,-0.0458688,-0.0003690059576669706,0.41413164138793945
0.0,-4.0,0.0,-0.0168445,2.36632e-17,1.2599999959125728e-07,0.3600733280181885
0.0,-4.0,1.0,-0.0168551,0.0458688,0.0003692566225589052,0.5083372592926025
0.0,-4.0,2.0,-0.016887,0.0918371,0.0007384183256990768,0.5224542617797852
0.0,-4.0,3.0,-0.0169414,0.138012,0.0011076448528940103,0.5034339427947998
0.5,-4.0,-3.0,-0.10791,6.10704,-0.0010837521865356202,0.5053081512451172
0.5,-4.0,-2.0,-0.107597,6.10339,-0.0007029296967771256,0.5468704700469971
0.5,-4.0,-1.0,-0.108049,6.1218,-0.000322848633926452,0.5254027843475342
0.5,-4.0,0.0,-0.109237,6.16145,5.6959996141065774e-05,0.5236184597015381
0.5,-4.0,1.0,-0.111168,6.22221,0.00043692127640245756,0.5461606979370117
0.5,-4.0,2.0,-0.113886,6.30466,0.0008174908787289071,0.5653109550476074
0.5,-4.0,3.0,-0.11747,6.41013,0.0011991686257498855,0.5419907569885254
1.0,-4.0,-3.0,-0.38667,12.3047,-0.0011168321244312634,0.738926887512207
1.0,-4.0,-2.0,-0.383219,12.2597,-0.0007013265516820677,0.6374781131744385
1.0,-4.0,-1.0,-0.382833,12.2592,-0.00028856665865694905,0.6991541385650635
1.0,-4.0,0.0,-0.385379,12.3015,0.00012322666604294211,0.7036707401275635
1.0,-4.0,1.0,-0.390867,12.3866,0.0005357266154149444,0.690875768661499
1.0,-4.0,2.0,-0.399484,12.5162,0.0009506730469337076,0.6622297763824463
1.0,-4.0,3.0,-0.411588,12.6938,0.0013700715626990866,0.6442756652832031
2.0,-4.0,-3.0,-1.47866,24.4405,-0.0013081308429967898,0.7303118705749512
2.0,-4.0,-2.0,-1.46462,24.3443,-0.000758533187853563,0.9113929271697998
2.0,-4.0,-1.0,-1.4623,24.3338,-0.00021793318459430416,1.004054307937622
2.0,-4.0,0.0,-1.47137,24.4071,0.0003204666556961432,0.8681232929229736
2.0,-4.0,1.0,-1.49211,24.5654,0.0008633992098576475,0.8158245086669922
2.0,-4.0,2.0,-1.5254,24.8133,0.0014177304931635695,0.853424072265625
2.0,-4.0,3.0,-1.5729,25.1596,0.001991860048697921,0.7798295021057129
3.0,-4.0,-3.0,-3.21416,36.0854,-0.0015940631910544812,0.7545967102050781
3.0,-4.0,-2.0,-3.19144,35.984,-0.0008322659196616166,0.8194036483764648
3.0,-4.0,-1.0,-3.1926,35.9989,-8.56666664571025e-05,0.7801475524902344
3.0,-4.0,0.0,-3.21781,36.1316,0.0006600661307616911,0.7641558647155762
3.0,-4.0,1.0,-3.26759,36.3831,0.0014191981010532337,0.7812345027923584
3.0,-4.0,2.0,-3.35165,36.8011,0.0022116586372744264,0.8708338737487793
3.0,-4.0,3.0,-3.4647,37.3488,0.003052842935973948,1.0265088081359863
4.0,-4.0,-3.0,-5.50804,47.1781,-0.0019011272406658784,0.7930514812469482
4.0,-4.0,-2.0,-5.47969,47.0857,-0.0008549992216587599,0.7843687534332275
4.0,-4.0,-1.0,-5.49369,47.1499,0.00017106666499798112,0.7576024532318115
4.0,-4.0,0.0,-5.55041,47.3718,0.0012027319515683379,0.8026204109191895
4.0,-4.0,1.0,-5.65219,47.7576,0.0022665249191194405,0.8621177673339844
4.0,-4.0,2.0,-5.80333,48.3178,0.0033915689073919153,0.9117844104766846
4.0,-4.0,3.0,-6.02074,49.1077,0.004622054197939822,0.8763778209686279
5.0,-4.0,-3.0,-8.24563,57.5844,-0.0021618575337920003,0.799466609954834
5.0,-4.0,-2.0,-8.22348,57.535,-0.0007689993357484916,0.8586978912353516
5.0,-4.0,-1.0,-8.26413,57.6722,0.0006031328581109726,0.8987267017364502
5.0,-4.0,0.0,-8.369,57.9993,0.0019944600331689793,1.031498908996582
5.0,-4.0,1.0,-8.54228,58.5248,0.0034462323460464636,0.8740489482879639
5.0,-4.0,2.0,-8.79031,59.2595,0.005004498165880085,0.8996677398681641
5.0,-4.0,3.0,-9.15769,60.328,0.0067584772346157545,1.0499598979949951
6.0,-4.0,-3.0,-11.3204,67.2647,-0.002325322941346602,0.8396096229553223
6.0,-4.0,-2.0,-11.3174,67.278,-0.0005313332833321921,0.8107891082763672
6.0,-4.0,-1.0,-11.3983,67.5,0.0012473318548963535,0.7616574764251709
6.0,-4.0,0.0,-11.5659,67.9351,0.0030646427705085457,0.7789075374603271
6.0,-4.0,1.0,-11.86,68.6849,0.005004564830077116,0.8492252826690674
6.0,-4.0,2.0,-12.2515,69.6536,0.007116370993285887,0.9554290771484375
6.0,-4.0,3.0,-12.7874,70.945,0.009513294398862452,0.9388148784637451
7.0,-4.0,-3.0,-14.6742,76.3079,-0.002355321126827888,0.904381513595581
7.0,-4.0,-2.0,-14.7029,76.3953,-0.00010466666628445976,0.9774022102355957
7.0,-4.0,-1.0,-14.8447,76.7251,0.002143325764633524,0.8798506259918213
7.0,-4.0,0.0,-15.1066,77.3095,0.0044685922367878154,0.9380185604095459
7.0,-4.0,1.0,-15.504,78.1735,0.0069597205908541095,0.9157342910766602
7.0,-4.0,2.0,-16.0626,79.358,0.009728572386709372,0.9568204879760742
7.0,-4.0,3.0,-16.8232,80.9248,0.012928877392491777,0.9178125858306885
8.0,-4.0,-3.0,-18.193,84.6356,-0.0022206570946420837,1.0488579273223877
8.0,-4.0,-2.0,-18.268,84.8081,0.000530666616853501,1.0061659812927246
8.0,-4.0,-1.0,-18.4841,85.2462,0.003300637077213636,1.0348551273345947
8.0,-4.0,0.0,-18.854,85.9697,0.006194471803479049,1.1017909049987793
8.0,-4.0,1.0,-19.4021,87.0137,0.00933666364542496,1.0849080085754395
8.0,-4.0,2.0,-20.1628,88.4241,0.012882230941196055,1.160719394683838
8.0,-4.0,3.0,-21.2026,90.2921,0.017065207549939492,1.2222199440002441
9.0,-4.0,-3.0,-21.7592,92.1908,-0.001899327250765379,0.8628990650177002
9.0,-4.0,-2.0,-21.8938,92.4543,0.0013699982295522692,0.8992140293121338
9.0,-4.0,-1.0,-22.2717,93.1433,0.004737910851066396,1.0432205200195312
9.0,-4.0,0.0,-22.7685,94.0079,0.008269535832681706,1.166093111038208
9.0,-4.0,1.0,-23.4667,95.1879,0.012127190835657045,1.369828224182129
9.0,-4.0,2.0,-24.4857,96.8685,0.01660019504327471,1.4920580387115479
9.0,-4.0,3.0,-25.8497,99.0354,0.02194853967373832,1.3996195793151855
10.0,-4.0,-3.0,-25.5113,99.3859,-0.0013859972645068994,0.9486708641052246
10.0,-4.0,-2.0,-25.7157,99.7383,0.002483988267105471,0.9266188144683838
10.0,-4.0,-1.0,-26.1484,100.441,0.00646311407568492,0.9847393035888672
10.0,-4.0,0.0,-26.7922,101.451,0.01069961634274523,1.103806734085083
10.0,-4.0,1.0,-27.7104,102.85,0.01541359612399101,1.0124790668487549
10.0,-4.0,2.0,-28.9564,104.688,0.0208677122146248,1.099102258682251
10.0,-4.0,3.0,-30.7427,107.23,0.027672416132084075,1.1712148189544678
12.0,-4.0,-3.0,-32.9371,111.937,0.0002659999937262738,0.8471753597259521
12.0,-4.0,-2.0,-33.3501,112.522,0.0054238383353446915,0.9262828826904297
12.0,-4.0,-1.0,-34.0199,113.426,0.010793005242512933,1.035139560699463
12.0,-4.0,0.0,-35.0113,114.722,0.016644798865782674,1.0832557678222656
12.0,-4.0,1.0,-36.4007,116.481,0.02332421522166786,1.1615219116210938
12.0,-4.0,2.0,-38.3445,118.851,0.03140217723066017,1.2062017917633057
