Ay,Ax,B,ux,uy,phi,t
0,-10,-3,-0.0001719344,0.000482292,0.0005521832113735389,37.35422897338867
0,-10,-2,-0.0001718612,0.000320898,0.000368114883334939,36.71698188781738
0,-10,-1,-0.0001718288,0.0001601604,0.0001840581026850023,41.99638319015503
0,-10,0,-0.0001718356,-2.5827880000000005e-07,5.806473341763282e-09,34.14135932922363
0,-10,1,-0.0001718288,0.0001601604,0.0001840581026850023,35.29677176475525
0,-10,2,-0.0001718612,0.000320898,0.000368114883334939,36.58373212814331
0,-10,3,-0.0001719344,0.000482292,0.0005521832113735389,37.38219380378723
0.5,-10,-3,-0.001149668,0.03998432,0.0006920350496726771,84.61539244651794
0.5,-10,-2,-0.001132444,0.03963108,0.0004917052164461293,40.829771757125854
0.5,-10,-1,-0.0011187,0.03934108,0.00029209795312303965,39.95777249336243
0.5,-10,0,-0.001108244,0.039112,9.298745645762846e-05,40.23288369178772
0.5,-10,1,-0.0011187,0.03934108,0.00029209795312303965,48.583258867263794
0.5,-10,2,-0.001132444,0.03963108,0.0004917052164461293,48.415258169174194
0.5,-10,3,-0.001149668,0.03998432,0.0006920350496726771,40.81412601470947
1,-10,-3,-0.0040224399999999995,0.07923000000000001,0.0009637014498015182,48.62475943565369
1,-10,-2,-0.003960936,0.0786128,0.0007145708474074608,43.286526679992676
1,-10,-1,-0.003913116,0.0781212,0.0004683698229053826,42.95860815048218
1,-10,0,-0.0038781880000000003,0.07775119999999999,0.0002241881054807015,41.44559335708618
1,-10,1,-0.003913116,0.0781212,0.0004683698229053826,41.983299016952515
1,-10,2,-0.003960936,0.0786128,0.0007145708474074608,54.60780382156372
1,-10,3,-0.0040224399999999995,0.07923000000000001,0.0009637014498015182,52.753034830093384
2,-10,-3,-0.01509928,0.15542920000000002,0.0020511703237262504,58.69466423988342
2,-10,-2,-0.014827080000000001,0.1540736,0.001601040186435487,58.52925205230713
2,-10,-1,-0.01461112,0.1529772,0.001165876456925096,56.66216444969177
2,-10,0,-0.01444716,0.15212520000000002,0.0007415520785366454,61.0331916809082
2,-10,1,-0.01461112,0.1529772,0.001165876456925096,58.27096891403198
2,-10,2,-0.014827080000000001,0.1540736,0.001601040186435487,58.02205944061279
2,-10,3,-0.01509928,0.15542920000000002,0.0020511703237262504,62.51581001281738
3,-10,-3,-0.032179,0.226404,0.004058375288876495,64.73066639900208
3,-10,-2,-0.03148152,0.22407400000000002,0.0032606483312517215,61.19334578514099
3,-10,-1,-0.030912199999999997,0.2221352,0.002505170595775261,61.29506301879883
3,-10,0,-0.0304628,0.220572,0.001781685879372305,49.20733070373535
3,-10,1,-0.030912199999999997,0.2221352,0.002505170595775261,52.415952920913696
3,-10,2,-0.03148152,0.22407400000000002,0.0032606483312517215,57.071582555770874
3,-10,3,-0.032179,0.226404,0.004058375288876495,51.25803995132446
4,-10,-3,-0.0536456,0.2907248,0.007137860398564041,80.43588590621948
4,-10,-2,-0.0523412,0.287428,0.005845064555879984,85.51536536216736
4,-10,-1,-0.0513164,0.2847876,0.0046470633224878054,51.05433487892151
4,-10,0,-0.0504368,0.28247120000000003,0.0035064485531961943,46.06166076660156
4,-10,1,-0.0513164,0.2847876,0.0046470633224878054,46.56178307533264
4,-10,2,-0.0523412,0.287428,0.005845064555879984,82.9074718952179
4,-10,3,-0.0536456,0.2907248,0.007137860398564041,81.39161014556885
5,-10,-3,-0.0783472,0.3488372,0.011447985548492584,85.11997628211975
5,-10,-2,-0.0761416,0.34433800000000003,0.009473635070136082,80.54615473747253
5,-10,-1,-0.0743228,0.34054520000000005,0.007668763176922239,85.62672472000122
5,-10,0,-0.07283880000000001,0.33738,0.005992151552106313,100.59752178192139
5,-10,1,-0.0743228,0.34054520000000005,0.007668763176922239,113.38337850570679
5,-10,2,-0.0761416,0.34433800000000003,0.009473635070136082,127.06147694587708
5,-10,3,-0.0783472,0.3488372,0.011447985548492584,129.57132744789124
6,-10,-3,-0.10501680000000001,0.400612,0.017040132491172116,119.93840050697327
6,-10,-2,-0.10168,0.39489640000000004,0.01418757202745955,116.16298747062683
6,-10,-1,-0.0989284,0.3900652,0.011627277949609877,112.04795837402344
6,-10,0,-0.0966736,0.38600959999999995,0.009287856354632704,97.80448007583618
6,-10,1,-0.0989284,0.3900652,0.011627277949609877,80.76580119132996
6,-10,2,-0.10168,0.39489640000000004,0.01418757202745955,78.55106711387634
6,-10,3,-0.10501680000000001,0.400612,0.017040132491172116,78.09178709983826
7,-10,-3,-0.13191399999999998,0.44527999999999995,0.02357550469000847,47.722758293151855
7,-10,-2,-0.127724,0.43908400000000003,0.019848773684009238,46.9021155834198
7,-10,-1,-0.12410800000000001,0.43358800000000003,0.016463697013692397,46.91497778892517
7,-10,0,-0.12105880000000001,0.428832,0.013371716072039476,49.98525381088257
7,-10,1,-0.12410800000000001,0.43358800000000003,0.016463697013692397,48.81886172294617
7,-10,2,-0.127724,0.43908400000000003,0.019848773684009238,50.33761405944824
7,-10,3,-0.13191399999999998,0.44527999999999995,0.02357550469000847,50.58262324333191
8,-10,-3,-0.1623228,0.48905200000000004,0.032630052840066995,109.19973015785217
8,-10,-2,-0.1555232,0.480248,0.027093779277221355,133.12569904327393
8,-10,-1,-0.1503528,0.473344,0.022493561068778326,94.70328092575073
8,-10,0,-0.1460764,0.467464,0.018399708857510185,81.17478585243225
8,-10,1,-0.1503528,0.473344,0.022493561068778326,84.9828085899353
8,-10,2,-0.1555232,0.480248,0.027093779277221355,82.22438907623291
8,-10,3,-0.1623228,0.48905200000000004,0.032630052840066995,87.03931832313538
9,-10,-3,-0.1924408,0.527196,0.04294729584252223,109.96845817565918
9,-10,-2,-0.18357079999999998,0.517024,0.03561493910533344,70.74633145332336
9,-10,-1,-0.174986,0.506736,0.028836322879322602,98.96422719955444
9,-10,0,-0.169922,0.50048,0.023880263510573534,109.15239644050598
9,-10,1,-0.174986,0.506736,0.028836322879322602,55.09815573692322
9,-10,2,-0.18357079999999998,0.517024,0.03561493910533344,59.10300850868225
9,-10,3,-0.1924408,0.527196,0.04294729584252223,91.66512417793274
10,-10,-3,-0.22376320000000002,0.562432,0.05539439580973569,105.26389741897583
10,-10,-2,-0.21194200000000002,0.5503279999999999,0.04553653691536804,97.76846170425415
10,-10,-1,-0.2028836,0.540636,0.037636468544230646,104.3311607837677
10,-10,0,-0.195738,0.532704,0.031006175107539547,87.99189591407776
10,-10,1,-0.2028836,0.540636,0.037636468544230646,91.82313799858093
10,-10,2,-0.21194200000000002,0.5503279999999999,0.04553653691536804,88.96185946464539
10,-10,3,-0.22376320000000002,0.562432,0.05539439580973569,142.01947259902954
12,-10,-3,-0.2903568,0.6256240000000001,0.0877559590782036,103.2174334526062
12,-10,-2,-0.27032,0.609108,0.07041005537035376,86.60957503318787
12,-10,-1,-0.2557876,0.596352,0.057497808799387665,86.47428345680237
12,-10,0,-0.2447996,0.586216,0.04728217470645006,86.04420399665833
12,-10,1,-0.2557876,0.596352,0.057497808799387665,95.52554440498352
12,-10,2,-0.27032,0.609108,0.07041005537035376,126.43181276321411
12,-10,3,-0.2903568,0.6256240000000001,0.0877559590782036,89.15458583831787
14,-10,-3,-0.372866,0.686628,0.14034585573637032,143.8108274936676
14,-10,-2,-0.3331076,0.6607999999999999,0.10439783521692945,125.68001627922058
14,-10,-1,-0.30961,0.643796,0.08288273367202602,85.70291376113892
14,-10,0,-0.292356,0.6303719999999999,0.06664400282581634,85.73217535018921
14,-10,1,-0.30961,0.643796,0.08288273367202602,88.54513907432556
14,-10,2,-0.3331076,0.6607999999999999,0.10439783521692945,116.73673462867737
14,-10,3,-0.372866,0.686628,0.14034585573637032,128.41575026512146
16,-10,-3,-0.492328,0.7493719999999999,0.23483496291098047,167.40083074569702
16,-10,-2,-0.39778559999999996,0.70436,0.145805577914964,119.18622922897339
16,-10,-1,-0.3645792,0.6846,0.11413750716150113,116.16320180892944
16,-10,0,-0.341406,0.6693920000000001,0.09163879861230038,84.29733943939209
16,-10,1,-0.3645792,0.6846,0.11413750716150113,70.8157286643982
16,-10,2,-0.39778559999999996,0.70436,0.145805577914964,74.46210527420044
16,-10,3,-0.492328,0.7493719999999999,0.23483496291098047,101.60475492477417
18,-10,-3,-0.598588,0.786244,0.3203096541756223,114.64214158058167
