Ay,Ax,B,ux,uy,phi,t
0.0,-10.0,-3.0,-0.0001666666666666667,0.0,-0.0005555555555555556,2.0199993741698563e-05
0.0,-10.0,-2.0,-0.0001666666666666667,0.0,-0.00037037037037037035,7.599999662488699e-06
0.0,-10.0,-1.0,-0.0001666666666666667,0.0,-0.00018518518518518518,3.9000005926936865e-06
0.0,-10.0,0.0,-0.0001666666666666667,0.0,0.0,3.300010575912893e-06
0.0,-10.0,1.0,-0.0001666666666666667,0.0,0.00018518518518518518,3.6999990697950125e-06
0.0,-10.0,2.0,-0.0001666666666666667,0.0,0.00037037037037037035,3.500012098811567e-06
0.0,-10.0,3.0,-0.0001666666666666667,0.0,0.0005555555555555556,3.2999960239976645e-06
0.5,-10.0,-3.0,-0.001220734126984127,0.041666666666666664,-0.0005056997721928277,3.40001133736223e-06
0.5,-10.0,-2.0,-0.001220734126984127,0.041666666666666664,-0.0003067359273956496,3.3999967854470015e-06
0.5,-10.0,-1.0,-0.001220734126984127,0.041666666666666664,-0.0001077720825984715,3.7999998312443495e-06
0.5,-10.0,0.0,-0.001220734126984127,0.041666666666666664,9.119176219870663e-05,3.4999975468963385e-06
0.5,-10.0,1.0,-0.001220734126984127,0.041666666666666664,0.00029015560699588476,3.9000005926936865e-06
0.5,-10.0,2.0,-0.001220734126984127,0.041666666666666664,0.0004891194517930629,3.3999967854470015e-06
0.5,-10.0,3.0,-0.001220734126984127,0.041666666666666664,0.000688083296590241,3.100009053014219e-06
1.0,-10.0,-3.0,-0.0043829365079365076,0.08333333333333333,-0.0005006246325690771,3.2999960239976645e-06
1.0,-10.0,-2.0,-0.0043829365079365076,0.08333333333333333,-0.0002603248089359201,3.1999952625483274e-06
1.0,-10.0,-1.0,-0.0043829365079365076,0.08333333333333333,-2.002498530276309e-05,3.200009814463556e-06
1.0,-10.0,0.0,-0.0043829365079365076,0.08333333333333333,0.00022027483833039386,3.0999945010989904e-06
1.0,-10.0,1.0,-0.0043829365079365076,0.08333333333333333,0.0004605746619635508,3.7999998312443495e-06
1.0,-10.0,2.0,-0.0043829365079365076,0.08333333333333333,0.0007008744855967078,3.3999967854470015e-06
1.0,-10.0,3.0,-0.0043829365079365076,0.08333333333333333,0.0009411743092298647,3.4999975468963385e-06
2.0,-10.0,-3.0,-0.01703174603174603,0.16666666666666666,-0.0004732510288065844,3.2999960239976645e-06
2.0,-10.0,-2.0,-0.01703174603174603,0.16666666666666666,-6.760728982951208e-05,3.1999952625483274e-06
2.0,-10.0,-1.0,-0.01703174603174603,0.16666666666666666,0.00033803644914756024,4.0000013541430235e-06
2.0,-10.0,0.0,-0.01703174603174603,0.16666666666666666,0.0007436801881246326,2.9999937396496534e-06
2.0,-10.0,1.0,-0.01703174603174603,0.16666666666666666,0.0011493239271017047,3.200009814463556e-06
2.0,-10.0,2.0,-0.01703174603174603,0.16666666666666666,0.0015549676660787772,3.9000005926936865e-06
2.0,-10.0,3.0,-0.01703174603174603,0.16666666666666666,0.0019606114050558492,3.0999945010989904e-06
3.0,-10.0,-3.0,-0.03811309523809524,0.25,-0.0001703042328042328,3.1999952625483274e-06
