Ay,Ax,B,ux,uy,phi,t
0.0,-10.0,-3.0,0.0,0.0,0.0,9.199997293762863e-06
0.0,-10.0,-2.0,0.0,0.0,0.0,3.4999975468963385e-06
0.0,-10.0,-1.0,0.0,0.0,0.0,2.0000006770715117e-06
0.0,-10.0,0.0,0.0,0.0,0.0,1.300009898841381e-06
0.0,-10.0,1.0,0.0,0.0,0.0,1.6999983927235007e-06
0.0,-10.0,2.0,0.0,0.0,0.0,1.300009898841381e-06
0.0,-10.0,3.0,0.0,0.0,0.0,1.2999953469261527e-06
0.5,-10.0,-3.0,-0.00022768764675332732,0.0202431697738159,0.0,0.00015029999485705048
0.5,-10.0,-2.0,-0.00022768764675332732,0.0202431697738159,0.0,8.450000314041972e-05
0.5,-10.0,-1.0,-0.00022768764675332732,0.0202431697738159,0.0,7.989999721758068e-05
0.5,-10.0,0.0,-0.00022768764675332732,0.0202431697738159,0.0,7.850000110920519e-05
0.5,-10.0,1.0,-0.00022768764675332732,0.0202431697738159,0.0,7.79999973019585e-05
0.5,-10.0,2.0,-0.00022768764675332732,0.0202431697738159,0.0,7.779999577905983e-05
0.5,-10.0,3.0,-0.00022768764675332732,0.0202431697738159,0.0,8.30000062705949e-05
1.0,-10.0,-3.0,-0.0009092565429494438,0.040445457468646334,0.0,8.090000483207405e-05
1.0,-10.0,-2.0,-0.0009092565429494438,0.040445457468646334,0.0,9.019998833537102e-05
1.0,-10.0,-1.0,-0.0009092565429494438,0.040445457468646334,0.0,9.120001050177962e-05
1.0,-10.0,0.0,-0.0009092565429494438,0.040445457468646334,0.0,7.340000593103468e-05
1.0,-10.0,1.0,-0.0009092565429494438,0.040445457468646334,0.0,7.010000990703702e-05
1.0,-10.0,2.0,-0.0009092565429494438,0.040445457468646334,0.0,6.979999307077378e-05
1.0,-10.0,3.0,-0.0009092565429494438,0.040445457468646334,0.0,6.920000305399299e-05
2.0,-10.0,-3.0,-0.0036133700051995676,0.08056680188864883,0.0,7.169999298639596e-05
2.0,-10.0,-2.0,-0.0036133700051995676,0.08056680188864883,0.0,7.03999976394698e-05
2.0,-10.0,-1.0,-0.0036133700051995676,0.08056680188864883,0.0,6.909998774062842e-05
2.0,-10.0,0.0,-0.0036133700051995676,0.08056680188864883,0.0,6.939999002497643e-05
2.0,-10.0,1.0,-0.0036133700051995676,0.08056680188864883,0.0,6.900000153109431e-05
2.0,-10.0,2.0,-0.0036133700051995676,0.08056680188864883,0.0,6.92999892635271e-05
2.0,-10.0,3.0,-0.0036133700051995676,0.08056680188864883,0.0,6.840001151431352e-05
3.0,-10.0,-3.0,-0.008043306622128921,0.12005522536905489,0.0,6.940000457689166e-05
3.0,-10.0,-2.0,-0.008043306622128921,0.12005522536905489,0.0,6.829999620094895e-05
3.0,-10.0,-1.0,-0.008043306622128921,0.12005522536905489,0.0,6.819999543949962e-05
3.0,-10.0,0.0,-0.008043306622128921,0.12005522536905489,0.0,6.890000076964498e-05
3.0,-10.0,1.0,-0.008043306622128921,0.12005522536905489,0.0,6.779999239370227e-05
3.0,-10.0,2.0,-0.008043306622128921,0.12005522536905489,0.0,6.859999848529696e-05
3.0,-10.0,3.0,-0.008043306622128921,0.12005522536905489,0.0,6.849999772384763e-05
4.0,-10.0,-3.0,-0.01409013381102624,0.158630731540375,0.0,6.840001151431352e-05
4.0,-10.0,-2.0,-0.01409013381102624,0.158630731540375,0.0,6.819999543949962e-05
4.0,-10.0,-1.0,-0.01409013381102624,0.158630731540375,0.0,6.830001075286418e-05
4.0,-10.0,0.0,-0.01409013381102624,0.158630731540375,0.0,6.880000000819564e-05
4.0,-10.0,1.0,-0.01409013381102624,0.158630731540375,0.0,6.819999543949962e-05
4.0,-10.0,2.0,-0.01409013381102624,0.158630731540375,0.0,6.799999391660094e-05
4.0,-10.0,3.0,-0.01409013381102624,0.158630731540375,0.0,6.800000846851617e-05
5.0,-10.0,-3.0,-0.021613158272281687,0.19605243247561205,0.0,7.270000060088933e-05
5.0,-10.0,-2.0,-0.021613158272281687,0.19605243247561205,0.0,7.280000136233866e-05
5.0,-10.0,-1.0,-0.021613158272281687,0.19605243247561205,0.0,8.38999985717237e-05
5.0,-10.0,0.0,-0.021613158272281687,0.19605243247561205,0.0,7.449999975506216e-05
5.0,-10.0,1.0,-0.021613158272281687,0.19605243247561205,0.0,7.329999061767012e-05
5.0,-10.0,2.0,-0.021613158272281687,0.19605243247561205,0.0,7.349999214056879e-05
5.0,-10.0,3.0,-0.021613158272281687,0.19605243247561205,0.0,7.419999747071415e-05
6.0,-10.0,-3.0,-0.03044951595591373,0.23212487091799364,0.0,7.559999357908964e-05
6.0,-10.0,-2.0,-0.03044951595591373,0.23212487091799364,0.0,7.430001278407872e-05
6.0,-10.0,-1.0,-0.03044951595591373,0.23212487091799364,0.0,7.389999518636614e-05
6.0,-10.0,0.0,-0.03044951595591373,0.23212487091799364,0.0,7.330000516958535e-05
6.0,-10.0,1.0,-0.03044951595591373,0.23212487091799364,0.0,7.320000440813601e-05
