fy,fx,m,x,y,phi,t
7,-10,-2,-31.931,109.771,0.019848773684009238,46.9021155834198
7,-10,-1,-31.027,108.397,0.016463697013692397,46.91497778892517
7,-10,0,-30.2647,107.208,0.013371716072039476,49.98525381088257
7,-10,1,-31.027,108.397,0.016463697013692397,48.81886172294617
7,-10,2,-31.931,109.771,0.019848773684009238,50.33761405944824
7,-10,3,-32.9785,111.32,0.02357550469000847,50.58262324333191
8,-10,-3,-40.5807,122.263,0.032630052840066995,109.19973015785217
8,-10,-2,-38.8808,120.062,0.027093779277221355,133.12569904327393
8,-10,-1,-37.5882,118.336,0.022493561068778326,94.70328092575073
8,-10,0,-36.5191,116.866,0.018399708857510185,81.17478585243225
8,-10,1,-37.5882,118.336,0.022493561068778326,84.9828085899353
8,-10,2,-38.8808,120.062,0.027093779277221355,82.22438907623291
8,-10,3,-40.5807,122.263,0.032630052840066995,87.03931832313538
9,-10,-3,-48.1102,131.799,0.04294729584252223,109.96845817565918
9,-10,-2,-45.8927,129.256,0.03561493910533344,70.74633145332336
9,-10,-1,-43.7465,126.684,0.028836322879322602,98.96422719955444
9,-10,0,-42.4805,125.12,0.023880263510573534,109.15239644050598
9,-10,1,-43.7465,126.684,0.028836322879322602,55.09815573692322
9,-10,2,-45.8927,129.256,0.03561493910533344,59.10300850868225
9,-10,3,-48.1102,131.799,0.04294729584252223,91.66512417793274
10,-10,-3,-55.9408,140.608,0.05539439580973569,105.26389741897583
10,-10,-2,-52.9855,137.582,0.04553653691536804,97.76846170425415
10,-10,-1,-50.7209,135.159,0.037636468544230646,104.3311607837677
10,-10,0,-48.9345,133.176,0.031006175107539547,87.99189591407776
10,-10,1,-50.7209,135.159,0.037636468544230646,91.82313799858093
10,-10,2,-52.9855,137.582,0.04553653691536804,88.96185946464539
10,-10,3,-55.9408,140.608,0.05539439580973569,142.01947259902954
12,-10,-3,-72.5892,156.406,0.0877559590782036,103.2174334526062
12,-10,-2,-67.58,152.277,0.07041005537035376,86.60957503318787
12,-10,-1,-63.9469,149.088,0.057497808799387665,86.47428345680237
12,-10,0,-61.1999,146.554,0.04728217470645006,86.04420399665833
12,-10,1,-63.9469,149.088,0.057497808799387665,95.52554440498352
12,-10,2,-67.58,152.277,0.07041005537035376,126.43181276321411
12,-10,3,-72.5892,156.406,0.0877559590782036,89.15458583831787
14,-10,-3,-93.2165,171.657,0.14034585573637032,143.8108274936676
14,-10,-2,-83.2769,165.2,0.10439783521692945,125.68001627922058
14,-10,-1,-77.4025,160.949,0.08288273367202602,85.70291376113892
14,-10,0,-73.089,157.593,0.06664400282581634,85.73217535018921
